OBJECTID,FIPS,NAME,COUNTY,HSR,MAP_SYMBOL,CTYREG_EST,STATE_AVG,POPOVER18,HSR_SYMBOL,DELMCC,MCONFINT
606,08059011401,"Census Tract 114.01, Jefferson County, Colorado",Jefferson,21,Middle Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2443,Highest Quintile,12.6,95% C.I.: 12 - 13.2
607,08059012059,"Census Tract 120.59, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2508,Second Quintile,9.6,95% C.I.: 9.3 - 9.8
608,08059009849,"Census Tract 98.49, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4427,Fourth Quintile,10.2,95% C.I.: 9.9 - 10.5
609,08059012060,"Census Tract 120.60, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2422,Fourth Quintile,10.3,95% C.I.: 10 - 10.6
610,08059011805,"Census Tract 118.05, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4109,Highest Quintile,11.8,95% C.I.: 11.3 - 12.3
611,08059011806,"Census Tract 118.06, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3766,Highest Quintile,10.8,95% C.I.: 10.4 - 11.2
612,08059011733,"Census Tract 117.33, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1066,Fourth Quintile,10.2,95% C.I.: 9.9 - 10.7
613,08099000200,"Census Tract 2, Prowers County, Colorado",Prowers,6,Highest Quintile,County/Regional Estimate 14.1% (95% C.I.: 8.7 - 19.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1725,Highest Quintile,16.6,95% C.I.: 14.7 - 19.6
614,08099000100,"Census Tract 1, Prowers County, Colorado",Prowers,6,Fourth Quintile,County/Regional Estimate 14.1% (95% C.I.: 8.7 - 19.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1048,Fourth Quintile,14.7,95% C.I.: 13 - 16.7
615,08099000300,"Census Tract 3, Prowers County, Colorado",Prowers,6,Fourth Quintile,County/Regional Estimate 14.1% (95% C.I.: 8.7 - 19.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3712,Fourth Quintile,13.7,95% C.I.: 12.1 - 15.9
616,08099000600,"Census Tract 6, Prowers County, Colorado",Prowers,6,Fourth Quintile,County/Regional Estimate 14.1% (95% C.I.: 8.7 - 19.5),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),985,Fourth Quintile,14.2,95% C.I.: 12.5 - 16.5
617,08059011732,"Census Tract 117.32, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4089,Highest Quintile,11.5,95% C.I.: 11.1 - 11.9
618,08059011402,"Census Tract 114.02, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3343,Highest Quintile,11.5,95% C.I.: 11.1 - 12
619,08059015900,"Census Tract 159, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2774,Highest Quintile,10.7,95% C.I.: 10.3 - 11.1
620,08059009850,"Census Tract 98.50, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2020,Second Quintile,9.3,95% C.I.: 9 - 9.5
621,08059009852,"Census Tract 98.52, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3085,Second Quintile,9.6,95% C.I.: 9.3 - 9.9
622,08059012047,"Census Tract 120.47, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3201,Fourth Quintile,10.5,95% C.I.: 10.2 - 10.9
623,08059011712,"Census Tract 117.12, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3431,Second Quintile,9.3,95% C.I.: 9 - 9.6
624,08059010901,"Census Tract 109.01, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3674,Second Quintile,9.5,95% C.I.: 9.2 - 9.8
625,08059012032,"Census Tract 120.32, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1971,Lowest Quintile,8.8,95% C.I.: 8.5 - 9
626,08059012033,"Census Tract 120.33, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2125,Lowest Quintile,8.9,95% C.I.: 8.7 - 9.1
627,08059009843,"Census Tract 98.43, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),6232,Second Quintile,9.3,95% C.I.: 9.1 - 9.5
628,08059012027,"Census Tract 120.27, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2542,Lowest Quintile,8.9,95% C.I.: 8.6 - 9.1
629,08059010405,"Census Tract 104.05, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1978,Second Quintile,9.6,95% C.I.: 9.3 - 10
630,08059012026,"Census Tract 120.26, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2881,Lowest Quintile,8.8,95% C.I.: 8.6 - 9.1
631,08059012035,"Census Tract 120.35, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3869,Middle Quintile,10.1,95% C.I.: 9.8 - 10.3
632,08059012037,"Census Tract 120.37, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2839,Lowest Quintile,9.2,95% C.I.: 9 - 9.4
633,08059012031,"Census Tract 120.31, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3192,Middle Quintile,10,95% C.I.: 9.8 - 10.3
634,08059012030,"Census Tract 120.30, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3116,Second Quintile,9.5,95% C.I.: 9.3 - 9.8
635,08059009900,"Census Tract 99, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1990,Fourth Quintile,10.3,95% C.I.: 10 - 10.6
636,08059009846,"Census Tract 98.46, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3304,Lowest Quintile,8.7,95% C.I.: 8.5 - 9
637,08059009847,"Census Tract 98.47, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2181,Lowest Quintile,8.9,95% C.I.: 8.6 - 9.1
638,08059012023,"Census Tract 120.23, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2547,Highest Quintile,10.9,95% C.I.: 10.5 - 11.2
639,08059012048,"Census Tract 120.48, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1918,Lowest Quintile,8,95% C.I.: 7.8 - 8.3
640,08059009848,"Census Tract 98.48, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1841,Lowest Quintile,7.6,95% C.I.: 7.4 - 7.9
641,08059009845,"Census Tract 98.45, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3236,Lowest Quintile,8.8,95% C.I.: 8.6 - 9
642,08059009842,"Census Tract 98.42, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2484,Lowest Quintile,8.9,95% C.I.: 8.7 - 9.2
643,08059012042,"Census Tract 120.42, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3147,Middle Quintile,10.1,95% C.I.: 9.8 - 10.4
644,08059012058,"Census Tract 120.58, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3233,Lowest Quintile,8.9,95% C.I.: 8.7 - 9.2
645,08059011720,"Census Tract 117.20, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4082,Second Quintile,9.6,95% C.I.: 9.3 - 9.9
646,08059012054,"Census Tract 120.54, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3308,Middle Quintile,10.1,95% C.I.: 9.8 - 10.4
647,08059011803,"Census Tract 118.03, Jefferson County, Colorado",Jefferson,21,Middle Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4180,Highest Quintile,11.9,95% C.I.: 11.5 - 12.4
648,08059011602,"Census Tract 116.02, Jefferson County, Colorado",Jefferson,21,Middle Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3282,Highest Quintile,11.9,95% C.I.: 11.4 - 12.4
649,08059010603,"Census Tract 106.03, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2988,Fourth Quintile,10.4,95% C.I.: 10.1 - 10.8
650,08059012039,"Census Tract 120.39, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4042,Fourth Quintile,10.5,95% C.I.: 10.1 - 10.8
651,08059010100,"Census Tract 101, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3718,Fourth Quintile,10.4,95% C.I.: 10.1 - 10.7
652,08059012036,"Census Tract 120.36, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2793,Fourth Quintile,10.4,95% C.I.: 10.1 - 10.7
653,08059012051,"Census Tract 120.51, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2677,Lowest Quintile,8.2,95% C.I.: 8 - 8.5
654,08059012055,"Census Tract 120.55, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2873,Second Quintile,9.4,95% C.I.: 9.1 - 9.7
655,08059012052,"Census Tract 120.52, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4012,Middle Quintile,9.7,95% C.I.: 9.4 - 10
656,08059012046,"Census Tract 120.46, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1625,Middle Quintile,10.1,95% C.I.: 9.8 - 10.4
657,08059012024,"Census Tract 120.24, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4020,Second Quintile,9.6,95% C.I.: 9.3 - 9.9
658,08059012022,"Census Tract 120.22, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4375,Fourth Quintile,10.2,95% C.I.: 9.9 - 10.5
659,08059012045,"Census Tract 120.45, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4499,Highest Quintile,10.7,95% C.I.: 10.4 - 11
660,08059011904,"Census Tract 119.04, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1889,Second Quintile,9.6,95% C.I.: 9.3 - 10
661,08059011728,"Census Tract 117.28, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2186,Second Quintile,9.2,95% C.I.: 8.9 - 9.5
662,08059011702,"Census Tract 117.02, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4689,Middle Quintile,9.8,95% C.I.: 9.5 - 10.2
663,08059011701,"Census Tract 117.01, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3881,Middle Quintile,9.8,95% C.I.: 9.5 - 10.2
664,08059012049,"Census Tract 120.49, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2818,Middle Quintile,10.1,95% C.I.: 9.8 - 10.4
665,08059011730,"Census Tract 117.30, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2818,Highest Quintile,10.8,95% C.I.: 10.4 - 11.2
666,08059011727,"Census Tract 117.27, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2897,Lowest Quintile,9.1,95% C.I.: 8.9 - 9.4
667,08059012053,"Census Tract 120.53, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3087,Second Quintile,9.5,95% C.I.: 9.2 - 9.8
668,08059011202,"Census Tract 112.02, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3947,Middle Quintile,9.7,95% C.I.: 9.4 - 10
669,08059011804,"Census Tract 118.04, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3401,Fourth Quintile,10.2,95% C.I.: 9.8 - 10.6
670,08059011708,"Census Tract 117.08, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3257,Second Quintile,9.7,95% C.I.: 9.3 - 10
671,08059980000,"Census Tract 9800, Jefferson County, Colorado",Jefferson,21,"No Estimate, Population < 50",County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),0,"No Estimate, Population < 50",0,95% C.I.: 0 - 0
672,08059011711,"Census Tract 117.11, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3366,Middle Quintile,10,95% C.I.: 9.7 - 10.3
673,08059011951,"Census Tract 119.51, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2500,Fourth Quintile,10.2,95% C.I.: 9.8 - 10.5
674,08059012038,"Census Tract 120.38, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2685,Fourth Quintile,10.2,95% C.I.: 9.9 - 10.5
675,08059011725,"Census Tract 117.25, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1378,Middle Quintile,9.8,95% C.I.: 9.5 - 10.1
676,08059011721,"Census Tract 117.21, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2275,Second Quintile,9.5,95% C.I.: 9.2 - 9.8
677,08059012034,"Census Tract 120.34, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3006,Second Quintile,9.4,95% C.I.: 9.1 - 9.7
678,08059011710,"Census Tract 117.10, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3101,Fourth Quintile,10.1,95% C.I.: 9.8 - 10.5
679,08059011709,"Census Tract 117.09, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2780,Middle Quintile,9.9,95% C.I.: 9.6 - 10.2
680,08059011726,"Census Tract 117.26, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4684,Middle Quintile,10,95% C.I.: 9.7 - 10.4
681,08059011601,"Census Tract 116.01, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2943,Highest Quintile,11.6,95% C.I.: 11.2 - 12.1
682,08059011731,"Census Tract 117.31, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3339,Highest Quintile,10.9,95% C.I.: 10.5 - 11.2
683,08059011550,"Census Tract 115.50, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4506,Fourth Quintile,10.6,95% C.I.: 10.2 - 11
684,08059011300,"Census Tract 113, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2587,Middle Quintile,10.1,95% C.I.: 9.8 - 10.5
685,08059010702,"Census Tract 107.02, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3921,Highest Quintile,11.7,95% C.I.: 11.2 - 12.1
686,08059010701,"Census Tract 107.01, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3461,Lowest Quintile,8.9,95% C.I.: 8.6 - 9.2
687,08059012043,"Census Tract 120.43, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4163,Middle Quintile,10,95% C.I.: 9.7 - 10.3
688,08059010502,"Census Tract 105.02, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4225,Middle Quintile,9.9,95% C.I.: 9.5 - 10.2
689,08059010604,"Census Tract 106.04, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1869,Middle Quintile,9.9,95% C.I.: 9.6 - 10.3
690,08059011000,"Census Tract 110, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4658,Fourth Quintile,10.3,95% C.I.: 9.9 - 10.7
691,08059010902,"Census Tract 109.02, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1949,Highest Quintile,11.1,95% C.I.: 10.7 - 11.6
692,08059010801,"Census Tract 108.01, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2059,Lowest Quintile,8.9,95% C.I.: 8.6 - 9.2
693,08059010504,"Census Tract 105.04, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2357,Lowest Quintile,8.5,95% C.I.: 8.3 - 8.8
694,08059010503,"Census Tract 105.03, Jefferson County, Colorado",Jefferson,21,Lowest Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3588,Lowest Quintile,9.1,95% C.I.: 8.8 - 9.4
695,08059010403,"Census Tract 104.03, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4140,Highest Quintile,11.2,95% C.I.: 10.8 - 11.6
696,08059012044,"Census Tract 120.44, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2944,Highest Quintile,11,95% C.I.: 10.7 - 11.3
697,08059010308,"Census Tract 103.08, Jefferson County, Colorado",Jefferson,21,Second Quintile,County/Regional Estimate 10% (95% C.I.: 8.7 - 11.2),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4730,Middle Quintile,10.1,95% C.I.: 9.8 - 10.4
698,08035014112,"Census Tract 141.12, Douglas County, Colorado",Douglas,3,Lowest Quintile,County/Regional Estimate 6.4% (95% C.I.: 4.9 - 7.9),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2980,Second Quintile,6.3,95% C.I.: 6 - 6.6
699,08035014110,"Census Tract 141.10, Douglas County, Colorado",Douglas,3,Lowest Quintile,County/Regional Estimate 6.4% (95% C.I.: 4.9 - 7.9),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3882,Second Quintile,6.4,95% C.I.: 6.1 - 6.7
