OBJECTID,FIPS,NAME,COUNTY,HSR,POPOVER18,MAP_SYMBOL,CTYREG_EST,STATE_AVG,HSR_SYMBOL,MNTLD,MCONFINT
101,08033000100,"Census Tract 1, Dolores County, Colorado",Dolores,9,1453,Lowest Quintile,County/Regional Estimate 6% (95% C.I.: 0 - 13.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,7.9,95% C.I.: 6.3 - 11
102,08109977600,"Census Tract 9776, Saguache County, Colorado",Saguache,8,2786,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 3.2 - 15),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.6,95% C.I.: 6.9 - 11.8
103,08109977700,"Census Tract 9777, Saguache County, Colorado",Saguache,8,2043,Second Quintile,County/Regional Estimate 9.1% (95% C.I.: 3.2 - 15),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,8.7,95% C.I.: 7 - 13.2
104,08105976700,"Census Tract 9767, Rio Grande County, Colorado",Rio Grande,8,3630,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 7.8 - 21.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,11.9,95% C.I.: 10 - 15.1
105,08105977000,"Census Tract 9770, Rio Grande County, Colorado",Rio Grande,8,3622,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 7.8 - 21.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,13.9,95% C.I.: 12 - 16.5
106,08105976800,"Census Tract 9768, Rio Grande County, Colorado",Rio Grande,8,1649,Highest Quintile,County/Regional Estimate 14.5% (95% C.I.: 7.8 - 21.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,12.8,95% C.I.: 10.8 - 16.2
107,08077001706,"Census Tract 17.06, Mesa County, Colorado",Mesa,19,4632,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,11.8,95% C.I.: 11.2 - 12.6
108,08077001707,"Census Tract 17.07, Mesa County, Colorado",Mesa,19,4583,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,12.2,95% C.I.: 11.6 - 12.9
109,08077001001,"Census Tract 10.01, Mesa County, Colorado",Mesa,19,3687,Middle Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,9.5,95% C.I.: 9 - 10
110,08077000602,"Census Tract 6.02, Mesa County, Colorado",Mesa,19,3974,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,13.3,95% C.I.: 12.6 - 14.1
111,08077000500,"Census Tract 5, Mesa County, Colorado",Mesa,19,2905,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,14,95% C.I.: 13.3 - 14.9
112,08077000400,"Census Tract 4, Mesa County, Colorado",Mesa,19,2748,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,12.2,95% C.I.: 11.5 - 12.9
113,08077001302,"Census Tract 13.02, Mesa County, Colorado",Mesa,19,3575,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,11.2,95% C.I.: 10.6 - 11.9
114,08077001102,"Census Tract 11.02, Mesa County, Colorado",Mesa,19,3576,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,11,95% C.I.: 10.4 - 11.6
115,08077000300,"Census Tract 3, Mesa County, Colorado",Mesa,19,1074,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,12.2,95% C.I.: 11.6 - 12.9
116,08077000200,"Census Tract 2, Mesa County, Colorado",Mesa,19,1878,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,13.6,95% C.I.: 12.8 - 14.7
117,08077001404,"Census Tract 14.04, Mesa County, Colorado",Mesa,19,3866,Fourth Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,10.6,95% C.I.: 10.1 - 11.1
118,08077001501,"Census Tract 15.01, Mesa County, Colorado",Mesa,19,9306,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,11.9,95% C.I.: 11.3 - 12.6
119,08077001403,"Census Tract 14.03, Mesa County, Colorado",Mesa,19,2897,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,11.2,95% C.I.: 10.7 - 11.8
120,08077001301,"Census Tract 13.01, Mesa County, Colorado",Mesa,19,6421,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,13.1,95% C.I.: 12.3 - 14
121,08077001002,"Census Tract 10.02, Mesa County, Colorado",Mesa,19,5383,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,11.8,95% C.I.: 11.1 - 12.5
122,08077000900,"Census Tract 9, Mesa County, Colorado",Mesa,19,1926,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12.6,95% C.I.: 11.9 - 13.5
123,08077001101,"Census Tract 11.01, Mesa County, Colorado",Mesa,19,6104,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,12,95% C.I.: 11.4 - 12.6
124,08077000800,"Census Tract 8, Mesa County, Colorado",Mesa,19,6423,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,12.6,95% C.I.: 11.9 - 13.4
125,08077000700,"Census Tract 7, Mesa County, Colorado",Mesa,19,3178,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,14.6,95% C.I.: 13.7 - 15.6
126,08077001900,"Census Tract 19, Mesa County, Colorado",Mesa,19,4005,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,10.9,95% C.I.: 10.5 - 11.5
127,08077000601,"Census Tract 6.01, Mesa County, Colorado",Mesa,19,3330,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,11.8,95% C.I.: 11.3 - 12.4
128,08077001402,"Census Tract 14.02, Mesa County, Colorado",Mesa,19,4883,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,10.9,95% C.I.: 10.4 - 11.4
129,08077001600,"Census Tract 16, Mesa County, Colorado",Mesa,19,2685,Fourth Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,10.5,95% C.I.: 10 - 11
130,08077001502,"Census Tract 15.02, Mesa County, Colorado",Mesa,19,5689,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,11.3,95% C.I.: 10.8 - 11.9
131,08077001703,"Census Tract 17.03, Mesa County, Colorado",Mesa,19,3427,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,11.7,95% C.I.: 11 - 12.4
132,08077001800,"Census Tract 18, Mesa County, Colorado",Mesa,19,2387,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,11.1,95% C.I.: 10.5 - 11.7
133,08077001702,"Census Tract 17.02, Mesa County, Colorado",Mesa,19,3922,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,11.3,95% C.I.: 10.7 - 11.9
134,08077001705,"Census Tract 17.05, Mesa County, Colorado",Mesa,19,3773,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,12.3,95% C.I.: 11.5 - 13.2
135,08077001200,"Census Tract 12, Mesa County, Colorado",Mesa,19,1971,Highest Quintile,County/Regional Estimate 11.3% (95% C.I.: 9.4 - 13.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,10.9,95% C.I.: 10.3 - 11.6
136,08019014900,"Census Tract 149, Clear Creek County, Colorado",Clear Creek,17,2082,Lowest Quintile,County/Regional Estimate 4.4% (95% C.I.: 1.5 - 7.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.1,95% C.I.: 4 - 5.1
137,08053973100,"Census Tract 9731, Hinsdale County, Colorado",Hinsdale,10,734,Lowest Quintile,County/Regional Estimate 8.3% (95% C.I.: 6.4 - 10.2),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,1.3,95% C.I.: 0.9 - 5.7
138,08015000401,"Census Tract 4.01, Chaffee County, Colorado",Chaffee,13,3717,Fourth Quintile,County/Regional Estimate 11.6% (95% C.I.: 7 - 16.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,10.2,95% C.I.: 10.2 - 13.1
139,08015000402,"Census Tract 4.02, Chaffee County, Colorado",Chaffee,13,2756,Fourth Quintile,County/Regional Estimate 11.6% (95% C.I.: 7 - 16.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9.8,95% C.I.: 9.8 - 14.7
140,08015000100,"Census Tract 1, Chaffee County, Colorado",Chaffee,13,2197,Highest Quintile,County/Regional Estimate 11.6% (95% C.I.: 7 - 16.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,12.2,95% C.I.: 12.2 - 16.8
141,08015000200,"Census Tract 2, Chaffee County, Colorado",Chaffee,13,3706,Fourth Quintile,County/Regional Estimate 11.6% (95% C.I.: 7 - 16.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9.9,95% C.I.: 9.9 - 13.3
142,08015000300,"Census Tract 3, Chaffee County, Colorado",Chaffee,13,3059,Fourth Quintile,County/Regional Estimate 11.6% (95% C.I.: 7 - 16.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,10.4,95% C.I.: 10.4 - 13.1
143,08111972600,"Census Tract 9726, San Juan County, Colorado",San Juan,9,541,Lowest Quintile,County/Regional Estimate 8.7% (95% C.I.: 6.9 - 10.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,2.3,95% C.I.: 1.7 - 18.8
144,08085966502,"Census Tract 9665.02, Montrose County, Colorado",Montrose,10,3144,Lowest Quintile,County/Regional Estimate 6.5% (95% C.I.: 4 - 9.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,6.4,95% C.I.: 5.8 - 7.5
145,08085966601,"Census Tract 9666.01, Montrose County, Colorado",Montrose,10,3264,Lowest Quintile,County/Regional Estimate 6.5% (95% C.I.: 4 - 9.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,5.9,95% C.I.: 5.3 - 7.3
146,08085966602,"Census Tract 9666.02, Montrose County, Colorado",Montrose,10,3616,Lowest Quintile,County/Regional Estimate 6.5% (95% C.I.: 4 - 9.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,7.2,95% C.I.: 6.6 - 8.1
147,08085966201,"Census Tract 9662.01, Montrose County, Colorado",Montrose,10,2147,Lowest Quintile,County/Regional Estimate 6.5% (95% C.I.: 4 - 9.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,6.3,95% C.I.: 5.6 - 8.1
148,08085966503,"Census Tract 9665.03, Montrose County, Colorado",Montrose,10,2400,Lowest Quintile,County/Regional Estimate 6.5% (95% C.I.: 4 - 9.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,6.8,95% C.I.: 6 - 8
149,08085966501,"Census Tract 9665.01, Montrose County, Colorado",Montrose,10,2355,Lowest Quintile,County/Regional Estimate 6.5% (95% C.I.: 4 - 9.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,6.6,95% C.I.: 6 - 7.6
150,08085966202,"Census Tract 9662.02, Montrose County, Colorado",Montrose,10,3200,Lowest Quintile,County/Regional Estimate 6.5% (95% C.I.: 4 - 9.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,6.5,95% C.I.: 5.7 - 7.9
151,08085966100,"Census Tract 9661, Montrose County, Colorado",Montrose,10,1825,Lowest Quintile,County/Regional Estimate 6.5% (95% C.I.: 4 - 9.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,6.5,95% C.I.: 5.9 - 7.7
152,08085966400,"Census Tract 9664, Montrose County, Colorado",Montrose,10,4825,Lowest Quintile,County/Regional Estimate 6.5% (95% C.I.: 4 - 9.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,6.5,95% C.I.: 5.8 - 7.5
153,08085966300,"Census Tract 9663, Montrose County, Colorado",Montrose,10,4749,Lowest Quintile,County/Regional Estimate 6.5% (95% C.I.: 4 - 9.1),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,5.9,95% C.I.: 5.3 - 7.3
154,08007940400,"Census Tract 9404, Archuleta County, Colorado",Archuleta,9,1129,Lowest Quintile,County/Regional Estimate 5.8% (95% C.I.: 2.8 - 8.9),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,5.5,95% C.I.: 4.3 - 8.5
155,08007974200,"Census Tract 9742, Archuleta County, Colorado",Archuleta,9,4361,Lowest Quintile,County/Regional Estimate 5.8% (95% C.I.: 2.8 - 8.9),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,4.9,95% C.I.: 3.8 - 7.8
156,08007974400,"Census Tract 9744, Archuleta County, Colorado",Archuleta,9,1791,Lowest Quintile,County/Regional Estimate 5.8% (95% C.I.: 2.8 - 8.9),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,6.3,95% C.I.: 5.1 - 9.1
157,08007974300,"Census Tract 9743, Archuleta County, Colorado",Archuleta,9,2709,Lowest Quintile,County/Regional Estimate 5.8% (95% C.I.: 2.8 - 8.9),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,6.3,95% C.I.: 5.1 - 9.3
158,08093000500,"Census Tract 5, Park County, Colorado",Park,17,2184,Lowest Quintile,County/Regional Estimate 7.4% (95% C.I.: 3.6 - 11.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,6.5,95% C.I.: 5.5 - 8.2
159,08093000400,"Census Tract 4, Park County, Colorado",Park,17,1230,Lowest Quintile,County/Regional Estimate 7.4% (95% C.I.: 3.6 - 11.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,6.2,95% C.I.: 5.3 - 7.3
160,08093000100,"Census Tract 1, Park County, Colorado",Park,17,4738,Lowest Quintile,County/Regional Estimate 7.4% (95% C.I.: 3.6 - 11.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,6.5,95% C.I.: 5.5 - 7.9
161,08093000300,"Census Tract 3, Park County, Colorado",Park,17,2225,Lowest Quintile,County/Regional Estimate 7.4% (95% C.I.: 3.6 - 11.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,6.5,95% C.I.: 5.7 - 7.6
162,08093000200,"Census Tract 2, Park County, Colorado",Park,17,3038,Lowest Quintile,County/Regional Estimate 7.4% (95% C.I.: 3.6 - 11.3),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,7,95% C.I.: 6.1 - 8.5
163,08001009606,"Census Tract 96.06, Adams County, Colorado",Adams,14,2136,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,9.2,95% C.I.: 8.8 - 9.6
164,08001009320,"Census Tract 93.20, Adams County, Colorado",Adams,14,2046,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9.8,95% C.I.: 9.4 - 10.3
165,08001009409,"Census Tract 94.09, Adams County, Colorado",Adams,14,4391,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,10.1,95% C.I.: 9.7 - 10.5
166,08001009322,"Census Tract 93.22, Adams County, Colorado",Adams,14,2994,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,9.8,95% C.I.: 9.4 - 10.1
167,08001009607,"Census Tract 96.07, Adams County, Colorado",Adams,14,3864,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,9.9,95% C.I.: 9.5 - 10.3
168,08001009304,"Census Tract 93.04, Adams County, Colorado",Adams,14,4871,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,9.5,95% C.I.: 9.1 - 9.9
169,08001060200,"Census Tract 602, Adams County, Colorado",Adams,14,2802,Highest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,11,95% C.I.: 10.6 - 11.4
170,08001009325,"Census Tract 93.25, Adams County, Colorado",Adams,14,4197,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,10.5,95% C.I.: 10.1 - 10.9
171,08069001601,"Census Tract 16.01, Larimer County, Colorado",Larimer,2,1357,Lowest Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,7.6,95% C.I.: 7.3 - 8
172,08069001301,"Census Tract 13.01, Larimer County, Colorado",Larimer,2,3207,Lowest Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,7.5,95% C.I.: 7.2 - 7.8
173,08069001114,"Census Tract 11.14, Larimer County, Colorado",Larimer,2,1842,Lowest Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,7.9,95% C.I.: 7.5 - 8.2
174,08069001113,"Census Tract 11.13, Larimer County, Colorado",Larimer,2,2627,Second Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.4,95% C.I.: 8.1 - 8.8
175,08069001107,"Census Tract 11.07, Larimer County, Colorado",Larimer,2,4556,Second Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,8.8,95% C.I.: 8.4 - 9.2
176,08069001104,"Census Tract 11.04, Larimer County, Colorado",Larimer,2,4855,Fourth Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,9.8,95% C.I.: 9.3 - 10.3
177,08069001112,"Census Tract 11.12, Larimer County, Colorado",Larimer,2,3184,Second Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,8.7,95% C.I.: 8.3 - 9.1
178,08069001010,"Census Tract 10.10, Larimer County, Colorado",Larimer,2,2098,Lowest Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,6.7,95% C.I.: 6.4 - 7
179,08069001007,"Census Tract 10.07, Larimer County, Colorado",Larimer,2,3095,Middle Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,9.4,95% C.I.: 8.9 - 9.9
180,08069000300,"Census Tract 3, Larimer County, Colorado",Larimer,2,2382,Second Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,8.2,95% C.I.: 7.9 - 8.6
181,08069002700,"Census Tract 27, Larimer County, Colorado",Larimer,2,4230,Lowest Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,7.6,95% C.I.: 7.3 - 8
182,08069002600,"Census Tract 26, Larimer County, Colorado",Larimer,2,5473,Lowest Quintile,County/Regional Estimate 8.9% (95% C.I.: 7.5 - 10.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,7.7,95% C.I.: 7.4 - 8.1
183,08001015000,"Census Tract 150, Adams County, Colorado",Adams,14,2169,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,9.5,95% C.I.: 9.1 - 9.9
184,08001008538,"Census Tract 85.38, Adams County, Colorado",Adams,14,4183,Highest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,11.3,95% C.I.: 10.9 - 11.7
185,08001009326,"Census Tract 93.26, Adams County, Colorado",Adams,14,2132,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,10.4,95% C.I.: 10 - 10.8
186,08001009206,"Census Tract 92.06, Adams County, Colorado",Adams,14,1591,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,9.8,95% C.I.: 9.4 - 10.2
187,08001008546,"Census Tract 85.46, Adams County, Colorado",Adams,14,2262,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,10.6,95% C.I.: 10.2 - 11
188,08001008526,"Census Tract 85.26, Adams County, Colorado",Adams,14,5123,Highest Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,11,95% C.I.: 10.6 - 11.4
189,08001008901,"Census Tract 89.01, Adams County, Colorado",Adams,14,1685,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,9.5,95% C.I.: 9.1 - 9.9
190,08001009608,"Census Tract 96.08, Adams County, Colorado",Adams,14,2592,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,10,95% C.I.: 9.6 - 10.4
191,08001009604,"Census Tract 96.04, Adams County, Colorado",Adams,14,3601,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,9.8,95% C.I.: 9.4 - 10.2
192,08001009202,"Census Tract 92.02, Adams County, Colorado",Adams,14,3076,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,9.4,95% C.I.: 9 - 9.8
193,08001008801,"Census Tract 88.01, Adams County, Colorado",Adams,14,3546,Middle Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,9,95% C.I.: 8.6 - 9.4
194,08001009401,"Census Tract 94.01, Adams County, Colorado",Adams,14,3999,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,9.6,95% C.I.: 9.3 - 10.1
195,08001009406,"Census Tract 94.06, Adams County, Colorado",Adams,14,3545,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,10.2,95% C.I.: 9.8 - 10.6
196,08001008542,"Census Tract 85.42, Adams County, Colorado",Adams,14,4810,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,10.6,95% C.I.: 10.2 - 11
197,08001008536,"Census Tract 85.36, Adams County, Colorado",Adams,14,1870,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,10.6,95% C.I.: 10.2 - 10.9
198,08001008539,"Census Tract 85.39, Adams County, Colorado",Adams,14,5804,Fourth Quintile,County/Regional Estimate 9.9% (95% C.I.: 8.5 - 11.4),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,10.5,95% C.I.: 10 - 10.9
