OBJECTID,FIPS,NAME,COUNTY,HSR,PHYSH,POPOVER18,MAP_SYMBOL,CTYREG_EST,STATE_AVG,HSR_SYMBOL,MCONFINT
585,08001007802,"Census Tract 78.02, Adams County, Colorado",Adams,14,8.7,2694,Middle Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 8.2 - 9.3
586,08023972700,"Census Tract 9727, Costilla County, Colorado",Costilla,8,18.9,1356,Highest Quintile,County/Regional Estimate 22.6% (95% C.I.: 10.7 - 34.5),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 14.1 - 28.9
587,08023972600,"Census Tract 9726, Costilla County, Colorado",Costilla,8,18.5,1532,Highest Quintile,County/Regional Estimate 22.6% (95% C.I.: 10.7 - 34.5),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 14.5 - 27
588,08001008200,"Census Tract 82, Adams County, Colorado",Adams,14,10.1,3647,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.6 - 10.7
589,08059010406,"Census Tract 104.06, Jefferson County, Colorado",Jefferson,21,7.3,1935,Lowest Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.9 - 7.6
590,08059011100,"Census Tract 111, Jefferson County, Colorado",Jefferson,21,7.8,4962,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.5 - 8.2
591,08059011723,"Census Tract 117.23, Jefferson County, Colorado",Jefferson,21,7.8,2849,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.6 - 8.1
592,08059012057,"Census Tract 120.57, Jefferson County, Colorado",Jefferson,21,8.4,4750,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 8.1 - 8.6
593,08099000700,"Census Tract 7, Prowers County, Colorado",Prowers,6,12.2,1515,Highest Quintile,County/Regional Estimate 12.8% (95% C.I.: 7.7 - 18),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 10.5 - 14.5
594,08059012050,"Census Tract 120.50, Jefferson County, Colorado",Jefferson,21,8.9,2996,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 8.6 - 9.3
595,08059011724,"Census Tract 117.24, Jefferson County, Colorado",Jefferson,21,8.9,3750,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 8.6 - 9.2
596,08059009807,"Census Tract 98.07, Jefferson County, Colorado",Jefferson,21,8.6,1333,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 8.3 - 8.9
597,08059009806,"Census Tract 98.06, Jefferson County, Colorado",Jefferson,21,9,2990,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 8.7 - 9.2
598,08059010402,"Census Tract 104.02, Jefferson County, Colorado",Jefferson,21,8,4340,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.7 - 8.3
599,08059011729,"Census Tract 117.29, Jefferson County, Colorado",Jefferson,21,8,3196,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.7 - 8.4
600,08059010000,"Census Tract 100, Jefferson County, Colorado",Jefferson,21,6.9,4868,Lowest Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.6 - 7.3
601,08059012041,"Census Tract 120.41, Jefferson County, Colorado",Jefferson,21,8.3,4278,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 8 - 8.6
602,08073961700,"Census Tract 9617, Lincoln County, Colorado",Lincoln,5,7.2,3014,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 3.6 - 10.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 4.8 - 10.6
603,08073961800,"Census Tract 9618, Lincoln County, Colorado",Lincoln,5,7.5,1379,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 3.6 - 10.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 5.7 - 11.5
604,08059980400,"Census Tract 9804, Jefferson County, Colorado",Jefferson,21,0,1290,"No Estimate, Population < 50",County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),"No Estimate, Population < 50",95% C.I.: 0 - 0
605,08059015800,"Census Tract 158, Jefferson County, Colorado",Jefferson,21,8.6,3067,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 8.3 - 8.9
606,08059011401,"Census Tract 114.01, Jefferson County, Colorado",Jefferson,21,7.2,2443,Lowest Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.8 - 7.7
607,08059012059,"Census Tract 120.59, Jefferson County, Colorado",Jefferson,21,8.1,2508,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.9 - 8.4
608,08059009849,"Census Tract 98.49, Jefferson County, Colorado",Jefferson,21,7.8,4427,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 7.6 - 8.1
609,08059012060,"Census Tract 120.60, Jefferson County, Colorado",Jefferson,21,7.8,2422,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 7.5 - 8
610,08059011805,"Census Tract 118.05, Jefferson County, Colorado",Jefferson,21,7.1,4109,Lowest Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.8 - 7.5
611,08059011806,"Census Tract 118.06, Jefferson County, Colorado",Jefferson,21,7.6,3766,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 7.3 - 7.9
612,08059011733,"Census Tract 117.33, Jefferson County, Colorado",Jefferson,21,8.1,1066,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.8 - 8.5
613,08099000200,"Census Tract 2, Prowers County, Colorado",Prowers,6,14.2,1725,Highest Quintile,County/Regional Estimate 12.8% (95% C.I.: 7.7 - 18),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 12.3 - 17.2
614,08099000100,"Census Tract 1, Prowers County, Colorado",Prowers,6,8,1048,Second Quintile,County/Regional Estimate 12.8% (95% C.I.: 7.7 - 18),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.8 - 9.9
615,08099000300,"Census Tract 3, Prowers County, Colorado",Prowers,6,9.6,3712,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 7.7 - 18),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 8.2 - 11.7
616,08099000600,"Census Tract 6, Prowers County, Colorado",Prowers,6,10,985,Fourth Quintile,County/Regional Estimate 12.8% (95% C.I.: 7.7 - 18),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 8.6 - 12.3
617,08059011732,"Census Tract 117.32, Jefferson County, Colorado",Jefferson,21,7.1,4089,Lowest Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.8 - 7.4
618,08059011402,"Census Tract 114.02, Jefferson County, Colorado",Jefferson,21,7.8,3343,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.4 - 8.3
619,08059015900,"Census Tract 159, Jefferson County, Colorado",Jefferson,21,7.4,2774,Lowest Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 7.1 - 7.7
620,08059009850,"Census Tract 98.50, Jefferson County, Colorado",Jefferson,21,9.3,2020,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 9 - 9.6
621,08059009852,"Census Tract 98.52, Jefferson County, Colorado",Jefferson,21,8.8,3085,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 8.5 - 9.1
622,08059012047,"Census Tract 120.47, Jefferson County, Colorado",Jefferson,21,8.3,3201,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 8 - 8.6
623,08059011712,"Census Tract 117.12, Jefferson County, Colorado",Jefferson,21,8.5,3431,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 8.2 - 8.8
624,08059010901,"Census Tract 109.01, Jefferson County, Colorado",Jefferson,21,8.3,3674,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 8.1 - 8.6
625,08059012032,"Census Tract 120.32, Jefferson County, Colorado",Jefferson,21,9.1,1971,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 8.9 - 9.4
626,08059012033,"Census Tract 120.33, Jefferson County, Colorado",Jefferson,21,9.3,2125,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 9.1 - 9.5
627,08059009843,"Census Tract 98.43, Jefferson County, Colorado",Jefferson,21,8.5,6232,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 8.3 - 8.8
628,08059012027,"Census Tract 120.27, Jefferson County, Colorado",Jefferson,21,8.8,2542,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 8.6 - 9.1
629,08059010405,"Census Tract 104.05, Jefferson County, Colorado",Jefferson,21,7.5,1978,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 7.2 - 7.9
630,08059012026,"Census Tract 120.26, Jefferson County, Colorado",Jefferson,21,9,2881,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 8.8 - 9.3
631,08059012035,"Census Tract 120.35, Jefferson County, Colorado",Jefferson,21,8.9,3869,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 8.7 - 9.2
632,08059012037,"Census Tract 120.37, Jefferson County, Colorado",Jefferson,21,8.6,2839,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 8.4 - 8.8
633,08059012031,"Census Tract 120.31, Jefferson County, Colorado",Jefferson,21,8.5,3192,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 8.2 - 8.7
634,08059012030,"Census Tract 120.30, Jefferson County, Colorado",Jefferson,21,8.6,3116,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 8.4 - 8.9
635,08059009900,"Census Tract 99, Jefferson County, Colorado",Jefferson,21,7.7,1990,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 7.5 - 8
636,08059009846,"Census Tract 98.46, Jefferson County, Colorado",Jefferson,21,9.1,3304,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 8.8 - 9.3
637,08059009847,"Census Tract 98.47, Jefferson County, Colorado",Jefferson,21,9.1,2181,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 8.8 - 9.3
638,08059012023,"Census Tract 120.23, Jefferson County, Colorado",Jefferson,21,8.6,2547,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 8.3 - 8.9
639,08059012048,"Census Tract 120.48, Jefferson County, Colorado",Jefferson,21,9.3,1918,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 9 - 9.6
640,08059009848,"Census Tract 98.48, Jefferson County, Colorado",Jefferson,21,9.7,1841,Fourth Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 9.4 - 10.1
641,08059009845,"Census Tract 98.45, Jefferson County, Colorado",Jefferson,21,9.3,3236,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 9.1 - 9.6
642,08059009842,"Census Tract 98.42, Jefferson County, Colorado",Jefferson,21,8.5,2484,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 8.2 - 8.7
643,08059012042,"Census Tract 120.42, Jefferson County, Colorado",Jefferson,21,8.5,3147,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 8.2 - 8.8
644,08059012058,"Census Tract 120.58, Jefferson County, Colorado",Jefferson,21,9,3233,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 8.7 - 9.2
645,08059011720,"Census Tract 117.20, Jefferson County, Colorado",Jefferson,21,8.8,4082,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 8.6 - 9.1
646,08059012054,"Census Tract 120.54, Jefferson County, Colorado",Jefferson,21,8.6,3308,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 8.3 - 8.9
647,08059011803,"Census Tract 118.03, Jefferson County, Colorado",Jefferson,21,7.8,4180,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 7.5 - 8.2
648,08059011602,"Census Tract 116.02, Jefferson County, Colorado",Jefferson,21,7.9,3282,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.5 - 8.2
649,08059010603,"Census Tract 106.03, Jefferson County, Colorado",Jefferson,21,7.8,2988,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 7.5 - 8.2
650,08059012039,"Census Tract 120.39, Jefferson County, Colorado",Jefferson,21,7.7,4042,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 7.4 - 8
651,08059010100,"Census Tract 101, Jefferson County, Colorado",Jefferson,21,7.5,3718,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 7.2 - 7.7
652,08059012036,"Census Tract 120.36, Jefferson County, Colorado",Jefferson,21,8.9,2793,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 8.6 - 9.1
653,08059012051,"Census Tract 120.51, Jefferson County, Colorado",Jefferson,21,9.3,2677,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 9.1 - 9.7
654,08059012055,"Census Tract 120.55, Jefferson County, Colorado",Jefferson,21,8.4,2873,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 8.2 - 8.7
655,08059012052,"Census Tract 120.52, Jefferson County, Colorado",Jefferson,21,8.3,4012,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 8 - 8.5
656,08059012046,"Census Tract 120.46, Jefferson County, Colorado",Jefferson,21,8.2,1625,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.9 - 8.5
657,08059012024,"Census Tract 120.24, Jefferson County, Colorado",Jefferson,21,9.1,4020,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 8.8 - 9.5
658,08059012022,"Census Tract 120.22, Jefferson County, Colorado",Jefferson,21,8.4,4375,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 8.1 - 8.6
659,08059012045,"Census Tract 120.45, Jefferson County, Colorado",Jefferson,21,8.5,4499,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 8.3 - 8.8
660,08059011904,"Census Tract 119.04, Jefferson County, Colorado",Jefferson,21,8.2,1889,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.9 - 8.5
661,08059011728,"Census Tract 117.28, Jefferson County, Colorado",Jefferson,21,8.6,2186,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 8.3 - 8.9
662,08059011702,"Census Tract 117.02, Jefferson County, Colorado",Jefferson,21,8.4,4689,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 8.1 - 8.8
663,08059011701,"Census Tract 117.01, Jefferson County, Colorado",Jefferson,21,8.5,3881,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 8.2 - 8.8
664,08059012049,"Census Tract 120.49, Jefferson County, Colorado",Jefferson,21,8.7,2818,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 8.4 - 9
665,08059011730,"Census Tract 117.30, Jefferson County, Colorado",Jefferson,21,7.7,2818,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 7.4 - 8.1
666,08059011727,"Census Tract 117.27, Jefferson County, Colorado",Jefferson,21,9,2897,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 8.7 - 9.3
667,08059012053,"Census Tract 120.53, Jefferson County, Colorado",Jefferson,21,8.5,3087,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 8.2 - 8.7
668,08059011202,"Census Tract 112.02, Jefferson County, Colorado",Jefferson,21,8,3947,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.7 - 8.2
669,08059011804,"Census Tract 118.04, Jefferson County, Colorado",Jefferson,21,8.2,3401,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.8 - 8.5
670,08059011708,"Census Tract 117.08, Jefferson County, Colorado",Jefferson,21,8.7,3257,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 8.4 - 9
671,08059980000,"Census Tract 9800, Jefferson County, Colorado",Jefferson,21,0,0,"No Estimate, Population < 50",County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),"No Estimate, Population < 50",95% C.I.: 0 - 0
672,08059011711,"Census Tract 117.11, Jefferson County, Colorado",Jefferson,21,8.1,3366,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.8 - 8.3
673,08059011951,"Census Tract 119.51, Jefferson County, Colorado",Jefferson,21,8.5,2500,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 8.2 - 8.9
674,08059012038,"Census Tract 120.38, Jefferson County, Colorado",Jefferson,21,8.5,2685,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 8.2 - 8.8
675,08059011725,"Census Tract 117.25, Jefferson County, Colorado",Jefferson,21,8.7,1378,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 8.4 - 9
676,08059011721,"Census Tract 117.21, Jefferson County, Colorado",Jefferson,21,8.8,2275,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 8.6 - 9.1
677,08059012034,"Census Tract 120.34, Jefferson County, Colorado",Jefferson,21,9.2,3006,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 9 - 9.5
678,08059011710,"Census Tract 117.10, Jefferson County, Colorado",Jefferson,21,8.1,3101,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 7.8 - 8.4
679,08059011709,"Census Tract 117.09, Jefferson County, Colorado",Jefferson,21,7.7,2780,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 7.4 - 8
680,08059011726,"Census Tract 117.26, Jefferson County, Colorado",Jefferson,21,9,4684,Middle Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 8.7 - 9.3
681,08059011601,"Census Tract 116.01, Jefferson County, Colorado",Jefferson,21,7.5,2943,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 7.2 - 7.9
682,08059011731,"Census Tract 117.31, Jefferson County, Colorado",Jefferson,21,7.6,3339,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 7.4 - 7.9
683,08059011550,"Census Tract 115.50, Jefferson County, Colorado",Jefferson,21,7.8,4506,Second Quintile,County/Regional Estimate 8.8% (95% C.I.: 7.6 - 9.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 7.4 - 8.1
