OBJECTID,FIPS,NAME,COUNTY,HSR,PHYSH,POPOVER18,MAP_SYMBOL,CTYREG_EST,STATE_AVG,HSR_SYMBOL,MCONFINT
101,08033000100,"Census Tract 1, Dolores County, Colorado",Dolores,9,14.4,1453,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 4.3 - 24.1),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 11.4 - 18.1
102,08109977600,"Census Tract 9776, Saguache County, Colorado",Saguache,8,13.1,2786,Highest Quintile,County/Regional Estimate 14.6% (95% C.I.: 7.9 - 21.2),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 11 - 16.4
103,08109977700,"Census Tract 9777, Saguache County, Colorado",Saguache,8,12.9,2043,Highest Quintile,County/Regional Estimate 14.6% (95% C.I.: 7.9 - 21.2),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 10.6 - 17.4
104,08105976700,"Census Tract 9767, Rio Grande County, Colorado",Rio Grande,8,16.1,3630,Highest Quintile,County/Regional Estimate 15.1% (95% C.I.: 9 - 21.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 13.4 - 19.6
105,08105977000,"Census Tract 9770, Rio Grande County, Colorado",Rio Grande,8,14.9,3622,Highest Quintile,County/Regional Estimate 15.1% (95% C.I.: 9 - 21.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 12.9 - 17.5
106,08105976800,"Census Tract 9768, Rio Grande County, Colorado",Rio Grande,8,15.2,1649,Highest Quintile,County/Regional Estimate 15.1% (95% C.I.: 9 - 21.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 12.7 - 18.8
107,08077001706,"Census Tract 17.06, Mesa County, Colorado",Mesa,19,10.6,4632,Fourth Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.9 - 11.3
108,08077001707,"Census Tract 17.07, Mesa County, Colorado",Mesa,19,10.4,4583,Fourth Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.8 - 11.1
109,08077001001,"Census Tract 10.01, Mesa County, Colorado",Mesa,19,12.6,3687,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 12 - 13.2
110,08077000602,"Census Tract 6.02, Mesa County, Colorado",Mesa,19,10.8,3974,Fourth Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 10.2 - 11.7
111,08077000500,"Census Tract 5, Mesa County, Colorado",Mesa,19,9.7,2905,Fourth Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.1 - 10.8
112,08077000400,"Census Tract 4, Mesa County, Colorado",Mesa,19,10.9,2748,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 10.3 - 11.6
113,08077001302,"Census Tract 13.02, Mesa County, Colorado",Mesa,19,12.2,3575,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 11.5 - 12.9
114,08077001102,"Census Tract 11.02, Mesa County, Colorado",Mesa,19,12.1,3576,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 11.5 - 12.8
115,08077000300,"Census Tract 3, Mesa County, Colorado",Mesa,19,10.3,1074,Fourth Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.7 - 11
116,08077000200,"Census Tract 2, Mesa County, Colorado",Mesa,19,12.5,1878,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 11.6 - 13.4
117,08077001404,"Census Tract 14.04, Mesa County, Colorado",Mesa,19,11.7,3866,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 11.2 - 12.3
118,08077001501,"Census Tract 15.01, Mesa County, Colorado",Mesa,19,11,9306,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 10.4 - 11.7
119,08077001403,"Census Tract 14.03, Mesa County, Colorado",Mesa,19,11.6,2897,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 11 - 12.2
120,08077001301,"Census Tract 13.01, Mesa County, Colorado",Mesa,19,11,6421,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 10.2 - 11.9
121,08077001002,"Census Tract 10.02, Mesa County, Colorado",Mesa,19,11.8,5383,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 11.1 - 12.4
122,08077000900,"Census Tract 9, Mesa County, Colorado",Mesa,19,11.5,1926,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.8 - 12.4
123,08077001101,"Census Tract 11.01, Mesa County, Colorado",Mesa,19,11.3,6104,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.7 - 12
124,08077000800,"Census Tract 8, Mesa County, Colorado",Mesa,19,10.7,6423,Fourth Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 10.1 - 11.6
125,08077000700,"Census Tract 7, Mesa County, Colorado",Mesa,19,10.9,3178,Fourth Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 10.1 - 11.8
126,08077001900,"Census Tract 19, Mesa County, Colorado",Mesa,19,12.3,4005,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 11.8 - 12.8
127,08077000601,"Census Tract 6.01, Mesa County, Colorado",Mesa,19,10.8,3330,Fourth Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 10.3 - 11.5
128,08077001402,"Census Tract 14.02, Mesa County, Colorado",Mesa,19,11.9,4883,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 11.4 - 12.5
129,08077001600,"Census Tract 16, Mesa County, Colorado",Mesa,19,12.1,2685,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 11.5 - 12.7
130,08077001502,"Census Tract 15.02, Mesa County, Colorado",Mesa,19,11.8,5689,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 11.3 - 12.4
131,08077001703,"Census Tract 17.03, Mesa County, Colorado",Mesa,19,11.8,3427,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 11.1 - 12.6
132,08077001800,"Census Tract 18, Mesa County, Colorado",Mesa,19,11.5,2387,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.9 - 12.2
133,08077001702,"Census Tract 17.02, Mesa County, Colorado",Mesa,19,11.8,3922,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 11.2 - 12.5
134,08077001705,"Census Tract 17.05, Mesa County, Colorado",Mesa,19,10.9,3773,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 10.1 - 11.9
135,08077001200,"Census Tract 12, Mesa County, Colorado",Mesa,19,12.2,1971,Highest Quintile,County/Regional Estimate 11.2% (95% C.I.: 9.5 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 11.5 - 12.9
136,08019014900,"Census Tract 149, Clear Creek County, Colorado",Clear Creek,17,11.3,2082,Highest Quintile,County/Regional Estimate 8.5% (95% C.I.: 3.4 - 13.7),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 6.6 - 8.1
137,08053973100,"Census Tract 9731, Hinsdale County, Colorado",Hinsdale,10,14.3,734,Highest Quintile,County/Regional Estimate 12.6% (95% C.I.: 10.4 - 14.8),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 11.5 - 19.4
138,08015000401,"Census Tract 4.01, Chaffee County, Colorado",Chaffee,13,9.5,3717,Fourth Quintile,County/Regional Estimate 9.8% (95% C.I.: 6.6 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 9.5 - 12.8
139,08015000402,"Census Tract 4.02, Chaffee County, Colorado",Chaffee,13,7.3,2756,Lowest Quintile,County/Regional Estimate 9.8% (95% C.I.: 6.6 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 7.3 - 11.4
140,08015000100,"Census Tract 1, Chaffee County, Colorado",Chaffee,13,7.6,2197,Second Quintile,County/Regional Estimate 9.8% (95% C.I.: 6.6 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 7.6 - 11.5
141,08015000200,"Census Tract 2, Chaffee County, Colorado",Chaffee,13,9.2,3706,Middle Quintile,County/Regional Estimate 9.8% (95% C.I.: 6.6 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 9.2 - 12.9
142,08015000300,"Census Tract 3, Chaffee County, Colorado",Chaffee,13,8.5,3059,Middle Quintile,County/Regional Estimate 9.8% (95% C.I.: 6.6 - 13),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 8.5 - 11.2
143,08111972600,"Census Tract 9726, San Juan County, Colorado",San Juan,9,2.7,541,Lowest Quintile,County/Regional Estimate 9.2% (95% C.I.: 7.5 - 10.9),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 2 - 16.8
144,08085966502,"Census Tract 9665.02, Montrose County, Colorado",Montrose,10,10,3144,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 7.3 - 13.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 9.2 - 11.3
145,08085966601,"Census Tract 9666.01, Montrose County, Colorado",Montrose,10,9.7,3264,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 7.3 - 13.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 8.8 - 11.1
146,08085966602,"Census Tract 9666.02, Montrose County, Colorado",Montrose,10,10.9,3616,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 7.3 - 13.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 10 - 11.9
147,08085966201,"Census Tract 9662.01, Montrose County, Colorado",Montrose,10,10.9,2147,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 7.3 - 13.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 9.8 - 12.7
148,08085966503,"Census Tract 9665.03, Montrose County, Colorado",Montrose,10,11.4,2400,Highest Quintile,County/Regional Estimate 10.4% (95% C.I.: 7.3 - 13.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.4 - 12.8
149,08085966501,"Census Tract 9665.01, Montrose County, Colorado",Montrose,10,11,2355,Highest Quintile,County/Regional Estimate 10.4% (95% C.I.: 7.3 - 13.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.1 - 12.1
150,08085966202,"Census Tract 9662.02, Montrose County, Colorado",Montrose,10,10.8,3200,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 7.3 - 13.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 9.8 - 12.3
151,08085966100,"Census Tract 9661, Montrose County, Colorado",Montrose,10,10.4,1825,Fourth Quintile,County/Regional Estimate 10.4% (95% C.I.: 7.3 - 13.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 9.6 - 11.7
152,08085966400,"Census Tract 9664, Montrose County, Colorado",Montrose,10,11,4825,Highest Quintile,County/Regional Estimate 10.4% (95% C.I.: 7.3 - 13.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.1 - 12.2
153,08085966300,"Census Tract 9663, Montrose County, Colorado",Montrose,10,9.3,4749,Middle Quintile,County/Regional Estimate 10.4% (95% C.I.: 7.3 - 13.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 8.4 - 10.7
154,08007940400,"Census Tract 9404, Archuleta County, Colorado",Archuleta,9,7.7,1129,Second Quintile,County/Regional Estimate 6.9% (95% C.I.: 3.2 - 10.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.4 - 10.5
155,08007974200,"Census Tract 9742, Archuleta County, Colorado",Archuleta,9,7.8,4361,Second Quintile,County/Regional Estimate 6.9% (95% C.I.: 3.2 - 10.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.5 - 10.9
156,08007974400,"Census Tract 9744, Archuleta County, Colorado",Archuleta,9,7.1,1791,Lowest Quintile,County/Regional Estimate 6.9% (95% C.I.: 3.2 - 10.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 5.9 - 9.8
157,08007974300,"Census Tract 9743, Archuleta County, Colorado",Archuleta,9,7.5,2709,Second Quintile,County/Regional Estimate 6.9% (95% C.I.: 3.2 - 10.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.3 - 10.4
158,08093000500,"Census Tract 5, Park County, Colorado",Park,17,9.9,2184,Fourth Quintile,County/Regional Estimate 7.7% (95% C.I.: 4.2 - 11.1),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 8.6 - 12
159,08093000400,"Census Tract 4, Park County, Colorado",Park,17,9.2,1230,Middle Quintile,County/Regional Estimate 7.7% (95% C.I.: 4.2 - 11.1),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 8 - 10.5
160,08093000100,"Census Tract 1, Park County, Colorado",Park,17,9.3,4738,Middle Quintile,County/Regional Estimate 7.7% (95% C.I.: 4.2 - 11.1),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 8.1 - 11
161,08093000300,"Census Tract 3, Park County, Colorado",Park,17,7.7,2225,Second Quintile,County/Regional Estimate 7.7% (95% C.I.: 4.2 - 11.1),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 6.9 - 8.8
162,08093000200,"Census Tract 2, Park County, Colorado",Park,17,8.9,3038,Middle Quintile,County/Regional Estimate 7.7% (95% C.I.: 4.2 - 11.1),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 7.9 - 10.5
163,08001009606,"Census Tract 96.06, Adams County, Colorado",Adams,14,10.3,2136,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 9.9 - 10.8
164,08001009320,"Census Tract 93.20, Adams County, Colorado",Adams,14,10.3,2046,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.9 - 10.7
165,08001009409,"Census Tract 94.09, Adams County, Colorado",Adams,14,12.8,4391,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 12.4 - 13.2
166,08001009322,"Census Tract 93.22, Adams County, Colorado",Adams,14,10.8,2994,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 10.4 - 11.2
167,08001009607,"Census Tract 96.07, Adams County, Colorado",Adams,14,11.4,3864,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 10.9 - 11.8
168,08001009304,"Census Tract 93.04, Adams County, Colorado",Adams,14,11,4871,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.6 - 11.5
169,08001060200,"Census Tract 602, Adams County, Colorado",Adams,14,11.3,2802,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.9 - 11.7
170,08001009325,"Census Tract 93.25, Adams County, Colorado",Adams,14,12,4197,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 11.6 - 12.4
171,08069001601,"Census Tract 16.01, Larimer County, Colorado",Larimer,2,6.7,1357,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 6.4 - 7.1
172,08069001301,"Census Tract 13.01, Larimer County, Colorado",Larimer,2,7.6,3207,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.3 - 8
173,08069001114,"Census Tract 11.14, Larimer County, Colorado",Larimer,2,8,1842,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 7.7 - 8.4
174,08069001113,"Census Tract 11.13, Larimer County, Colorado",Larimer,2,7.4,2627,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.1 - 7.8
175,08069001107,"Census Tract 11.07, Larimer County, Colorado",Larimer,2,6.1,4556,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 5.7 - 6.5
176,08069001104,"Census Tract 11.04, Larimer County, Colorado",Larimer,2,5.7,4855,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 5.4 - 6
177,08069001112,"Census Tract 11.12, Larimer County, Colorado",Larimer,2,7.5,3184,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.1 - 7.8
178,08069001010,"Census Tract 10.10, Larimer County, Colorado",Larimer,2,8.8,2098,Middle Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 8.5 - 9.2
179,08069001007,"Census Tract 10.07, Larimer County, Colorado",Larimer,2,6.5,3095,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 6.2 - 6.9
180,08069000300,"Census Tract 3, Larimer County, Colorado",Larimer,2,7.3,2382,Lowest Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 7 - 7.6
181,08069002700,"Census Tract 27, Larimer County, Colorado",Larimer,2,7.6,4230,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.3 - 7.9
182,08069002600,"Census Tract 26, Larimer County, Colorado",Larimer,2,7.5,5473,Second Quintile,County/Regional Estimate 7.5% (95% C.I.: 6.3 - 8.6),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 7.2 - 7.8
183,08001015000,"Census Tract 150, Adams County, Colorado",Adams,14,11.7,2169,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 11.2 - 12.1
184,08001008538,"Census Tract 85.38, Adams County, Colorado",Adams,14,11.5,4183,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 11.1 - 11.9
185,08001009326,"Census Tract 93.26, Adams County, Colorado",Adams,14,12.1,2132,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 11.7 - 12.5
186,08001009206,"Census Tract 92.06, Adams County, Colorado",Adams,14,11.6,1591,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 11.2 - 12.1
187,08001008546,"Census Tract 85.46, Adams County, Colorado",Adams,14,11.5,2262,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 11.2 - 11.9
188,08001008526,"Census Tract 85.26, Adams County, Colorado",Adams,14,12.2,5123,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 11.8 - 12.6
189,08001008901,"Census Tract 89.01, Adams County, Colorado",Adams,14,9.7,1685,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.3 - 10.1
190,08001009608,"Census Tract 96.08, Adams County, Colorado",Adams,14,12,2592,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 11.6 - 12.5
191,08001009604,"Census Tract 96.04, Adams County, Colorado",Adams,14,11.1,3601,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.7 - 11.6
192,08001009202,"Census Tract 92.02, Adams County, Colorado",Adams,14,10.3,3076,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 9.9 - 10.8
193,08001008801,"Census Tract 88.01, Adams County, Colorado",Adams,14,10,3546,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 9.5 - 10.5
194,08001009401,"Census Tract 94.01, Adams County, Colorado",Adams,14,11.7,3999,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 11.3 - 12.2
195,08001009406,"Census Tract 94.06, Adams County, Colorado",Adams,14,11.6,3545,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 11.2 - 12.1
196,08001008542,"Census Tract 85.42, Adams County, Colorado",Adams,14,11.2,4810,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 10.9 - 11.6
197,08001008536,"Census Tract 85.36, Adams County, Colorado",Adams,14,12.2,1870,Highest Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 11.8 - 12.6
198,08001008539,"Census Tract 85.39, Adams County, Colorado",Adams,14,10.3,5804,Fourth Quintile,County/Regional Estimate 10.9% (95% C.I.: 9.4 - 12.3),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 9.9 - 10.7
